"","WTBAS.1","WTBAS.2","WTBAS.3","KOBAS.1","KOBAS.2","KOBAS.3","WTVEN.1","WTVEN.2","WTVEN.3","KOVEN.1","KOVEN.2","KOVEN.3"
"17450527",6.25312346908462,6.58420144249661,6.40245876090779,7.05567112855986,7.46363935776377,7.4235230974711,6.58287715418642,6.48911864188451,6.11764190428287,7.3022732537785,7.22985209500207,7.03219288123452
"17300195",6.97443173971525,6.70080060309966,6.92702837076518,5.82317612889733,6.35504785336389,6.13538342594614,6.80209928206034,6.89362140388532,6.93231674166605,5.74606879365392,6.16829779154594,6.24010361616256
"17384811",5.67589467915144,5.92173789561392,5.39252489880488,5.44807141319499,5.42344235875371,5.46309705455498,5.9355875901321,5.85210133345382,5.86688886478522,5.21493664052754,5.43105775324609,5.54304124736359
"17341433",5.89524688221414,5.91326275490811,6.18566693796707,5.31199462728711,5.54663810604411,5.95090611604367,5.42424460981185,5.94678783819485,6.02296161132962,5.32619264401013,5.38132221461692,5.43951475669513
"17282920",4.90736901698942,4.9775166723276,4.82218776526776,7.3278073303088,6.3845006949432,5.72334810275832,4.86628709335432,4.85395748759159,4.33539348216687,5.43410240703768,5.58288392345081,5.37336446900922
"17486261",3.98844834616741,4.63098469949382,3.98830269626583,4.28803461219064,3.79372138543028,4.46122735802088,4.24099544351958,4.4763181755689,3.97951107900936,4.72176246079813,4.28373367885397,4.37687685038131
"17329149",6.87918904885992,6.44041609886262,6.27409158896989,5.94148064634321,6.18437372112964,6.16741871238154,5.84075851767961,6.57818977980377,6.27062490300085,5.64834481298994,5.89523664616914,5.40900222551344
"17540325",5.43958089241507,5.28682577791459,5.57009826440111,5.35815718717794,6.23997185257052,5.94386825716899,5.54037946117836,5.9548642772991,6.03210675207273,5.91155671933338,5.81013456151632,5.72624985345704
"17421469",3.66604426919099,3.38014566354996,3.29080978592403,3.21471199742996,3.44109302412755,3.33669894766394,3.74142479842302,3.969727522809,3.54192373192224,3.48923686309964,3.78710138254799,3.2331926658221
"17350684",5.23652569332112,5.03176856941233,5.07016732154295,4.78567147251714,5.03692450544773,4.99794139311869,5.11802398902131,4.99608163944059,4.39561293530766,4.69969261290884,4.5823616570777,4.49905512058221
